panel,region,row_id,decile_median_width,onset_s,n_units
g,DMS,188,,-1.9875,1
g,DMS,189,,-1.9875,1
g,DMS,190,,-1.9875,1
g,DMS,191,,-1.9875,1
g,DMS,192,,-1.9875,1
g,DMS,193,,-1.9875,1
g,DMS,194,,-1.9875,1
g,DMS,195,,-1.9875,1
g,DMS,196,,-1.9875,1
g,DMS,197,,-1.9875,1
g,DMS,198,,-1.9875,1
g,DMS,199,,-1.9875,1
g,DMS,200,,-1.9875,1
g,DMS,201,,-1.9875,1
g,DMS,202,,-1.9875,1
g,DMS,203,,-1.9875,1
g,DMS,204,,-1.9875,1
g,DMS,205,,-1.9875,1
g,DMS,206,,-1.9875,1
g,DMS,207,,-1.9875,1
g,DMS,208,,-1.9875,1
g,DMS,209,,-1.9875,1
g,DMS,210,,-1.9875,1
g,DMS,211,,-1.9875,1
g,DMS,212,,-1.9875,1
g,DMS,213,,-1.9875,1
g,DMS,214,,-1.9875,1
g,DMS,215,,-1.9875,1
g,DMS,216,,-1.9875,1
