subject,session,unit,n_spikes,kernel_fwhm_registry,grid_fwhm,interp_fwhm,temporal_spread,kernel_peak_t_recompute,kernel_peak_t_registry,base_hz,change_on,hit_ramp,fa_ramp
BG_031,BG_031_02042025,80,175212,0.0999999999999999,0.0999999999999999,0.1402650309399696,0.4062273799345871,0.2,0.2,15.540616246498598,-1.4229691876750683,-2.3320261437908503,0.6372549019607874
BG_031,BG_031_02042025,92,147909,0.0499999999999999,0.0499999999999999,0.1178673621530695,0.428399730201404,0.25,0.25,12.638655462184872,2.29467787114846,4.386928104575166,2.245098039215689
BG_031,BG_031_02042025,157,395250,0.4,0.4,0.4647787810797734,0.3321930456291708,0.6000000000000001,0.6000000000000001,32.11204481792716,3.49579831932774,3.252287581699342,2.32352941176471
BG_031,BG_031_02042025,269,237415,0.15,0.15,0.2389344787686685,0.3684854417054797,0.25,0.25,21.23249299719888,2.892997198879552,8.873202614379089,10.475490196078436
BG_031,BG_031_02042025,312,99454,0.0499999999999999,0.0499999999999999,0.1134311801460594,0.4372666358798098,0.35,0.35,10.834733893557422,1.7142857142857153,6.993464052287585,4.975490196078434
BG_031,BG_031_02042025,327,226697,0.0,0.0,0.0679392633157298,0.4341019367712422,0.25,0.25,20.5266106442577,-0.6521008403361321,-3.840522875816992,-4.3578431372549
BG_031,BG_031_02042025,388,13720,0.0,0.0,0.0829905836627753,0.4567817223112005,0.2,0.2,1.7815126050420165,0.7910364145658269,2.169934640522876,0.6740196078431375
BG_031,BG_031_02042025,417,438894,0.5,0.5,0.54662192512881,0.3488223739369475,0.5,0.5,35.081232492997195,4.244257703081239,13.367320261437918,13.034313725490197
BG_031,BG_031_02042025,425,259373,0.15,0.15,0.2181236477637207,0.4259063538686327,0.4,0.4,22.6218487394958,2.6330532212885203,3.304575163398696,2.274509803921564
BG_031,BG_031_02042025,461,226323,0.1499999999999999,0.1499999999999999,0.1657604740291283,0.3699606123641956,0.4,0.4,23.787114845938373,-1.7792717086834706,-0.3581699346405216,0.0612745098039191
BG_031,BG_031_02042025,524,176879,0.0499999999999999,0.0499999999999999,0.1263124007896344,0.427466995002396,0.25,0.25,13.725490196078429,0.5490196078431406,3.665359477124184,3.2205882352941178
BG_031,BG_031_02042025,525,327010,0.3,0.3,0.376586132686772,0.3874680931515061,0.5,0.5,28.57142857142857,-1.4969187675069977,-6.58300653594771,-9.656862745098037
BG_031,BG_031_050325,305,25980,0.0,0.0,0.0728308778061258,0.4113895699415237,0.5,0.5,8.048289738430583,-0.7243460764587519,0.4319248826291071,-3.153846153846154
BG_031,BG_031_050325,610,20995,0.15,0.15,0.2038950134398875,0.4140555690199849,0.4,0.4,4.788732394366196,0.4507042253521138,1.530516431924883,0.5897435897435903
BG_031,BG_031_070325,170,211731,0.05,0.05,0.1017612224469115,0.3511201093689511,0.25,0.25,18.050734312416555,1.5380507343124172,6.563862928348911,4.057613168724277
BG_031,BG_031_070325,243,495809,0.05,0.05,0.0714070895518386,0.4471461087915941,0.0,0.0,45.70093457943924,2.2803738317757123,8.626168224299072,9.453497942386823
BG_031,BG_031_070325,394,103367,0.0,0.0,0.0670988325926413,0.3958567376863829,0.5,0.5,9.86648865153538,-1.0253671562082758,-2.3676012461059184,-2.023045267489712
BG_031,BG_031_070325,430,215311,0.0499999999999999,0.0499999999999999,0.1043141321494125,0.4305616484783571,0.15,0.15,17.583444592790386,2.248331108144193,5.666666666666664,0.3061728395061713
BG_031,BG_031_070325,497,244362,0.0,0.0,0.0830980009910857,0.3792242675839875,0.4,0.4,21.81575433911883,-0.8437917222963982,0.6542056074766371,-0.7687242798353893
BG_031,BG_031_070325,500,22243,0.0,0.0,0.0277942331070682,0.4515733757924443,0.0,0.0,2.002670226969292,0.4085447263017361,0.0373831775700934,-0.0345679012345674
BG_031,BG_031_08042025,51,164013,0.0999999999999999,0.0999999999999999,0.1706711071018302,0.3962034688902717,0.55,0.55,14.241758241758244,3.942857142857141,3.348717948717951,4.081095313322802
BG_031,BG_031_08042025,74,180870,0.0499999999999999,0.0499999999999999,0.1093665213726582,0.4333771498034187,0.2,0.2,13.296703296703296,-1.358241758241757,0.9846153846153848,0.2864665613480781
BG_031,BG_031_08042025,94,171756,0.0999999999999999,0.0999999999999999,0.1547973600987614,0.3066306399870816,0.7000000000000001,0.7000000000000001,11.8021978021978,3.090109890109892,3.3179487179487186,3.6292785676671935
BG_031,BG_031_08042025,111,198328,0.1499999999999999,0.1499999999999999,0.1986345755736389,0.3940785299244285,0.45,0.45,17.098901098901095,5.054945054945058,3.312820512820516,3.558715113217485
BG_031,BG_031_08042025,148,222349,0.0,0.0,0.0276024100064292,0.4684411955057035,0.0,0.0,17.736263736263734,-0.659340659340657,-0.8974358974358978,-0.7814639283833564
BG_031,BG_031_08042025,203,171540,0.05,0.05,0.1094001584771074,0.3790761205221081,0.7000000000000001,0.7000000000000001,14.571428571428571,0.4439560439560441,2.68717948717949,2.2032648762506586
BG_031,BG_031_08042025,217,130247,0.0,0.0,0.0591453448852394,0.4313813076934628,0.45,0.45,11.340659340659338,0.93626373626374,4.333333333333334,0.9636650868878344
BG_031,BG_031_08042025,239,180095,0.0,0.0,0.0757906089390168,0.4629334322205158,0.15,0.15,14.967032967032964,3.432967032967035,3.420512820512821,2.0863612427593505
BG_031,BG_031_08042025,261,162257,0.05,0.05,0.1394763920123549,0.3908336994206628,1.2000000000000002,1.2000000000000002,13.47252747252747,0.8659340659340682,0.9641025641025642,0.907846234860454
BG_031,BG_031_08042025,316,70417,0.1499999999999999,0.1499999999999999,0.1908703880668951,0.3846697729490493,0.6000000000000001,0.6000000000000001,6.021978021978021,-0.1142857142857129,1.0820512820512826,1.3417588204318074
BG_031,BG_031_08042025,360,219656,0.0999999999999999,0.0999999999999999,0.1545475580243067,0.4123093351443374,0.3,0.3,20.285714285714285,2.052747252747253,6.492307692307691,2.067403896787788
BG_031,BG_031_08042025,427,241507,0.25,0.25,0.2917624148150122,0.3638822145275655,0.6000000000000001,0.6000000000000001,19.208791208791208,3.43736263736264,0.7128205128205174,4.71195365982096
BG_031,BG_031_08042025,438,26525,0.1,0.1,0.149945811029487,0.4412164481924926,0.2,0.2,1.3186813186813189,-0.5802197802197802,-0.9076923076923076,-0.3854660347551344
BG_031,BG_031_08042025,498,136778,0.0,0.0,0.0737127123941312,0.4590862441162364,1.0,1.0,14.65934065934066,0.8175824175824165,-0.651282051282049,0.2043180621379683
BG_031,BG_031_09042025,35,321426,0.0499999999999999,0.0499999999999999,0.1037954917684458,0.420943817025258,0.2,0.2,29.79822437449556,2.9249394673123525,4.719397363465163,2.570105820105823
BG_031,BG_031_09042025,37,79545,0.0,0.0,0.0604255979365284,0.4085343229844155,0.55,0.55,8.135593220338981,0.9039548022598892,1.634651600753295,0.5820105820105823
BG_031,BG_031_09042025,73,242787,0.0999999999999999,0.0999999999999999,0.1648831874504943,0.4306661045682802,0.45,0.45,25.37530266343825,0.3196125907990357,5.732580037664782,6.985449735449738
BG_031,BG_031_09042025,74,186858,0.05,0.05,0.0964570514699754,0.4668836501361995,1.4500000000000002,1.4500000000000002,17.14285714285714,1.1396287328490755,0.5047080979284395,0.093915343915345
BG_031,BG_031_09042025,113,81117,0.0,0.0,0.090414276973912,0.4244017171565115,0.45,0.45,6.408393866020984,2.6085552865213897,-0.6064030131826739,0.6309523809523823
BG_031,BG_031_09042025,125,137128,0.3,0.3,0.356753416239668,0.3885614656659888,0.3,0.3,12.058111380145276,6.179176755447944,4.259887005649716,5.555555555555557
BG_031,BG_031_09042025,155,203773,0.15,0.15,0.1707898659842208,0.4147167034642084,0.15,0.15,17.853107344632765,2.9152542372881385,0.9868173258003772,0.472222222222225
BG_031,BG_031_09042025,187,179801,0.0499999999999999,0.0499999999999999,0.1006848261671786,0.4076628788284713,0.2,0.2,16.01291364003228,2.3599677158999235,2.327683615819208,3.411375661375658
BG_031,BG_031_09042025,266,5624,0.0,0.0,0.0569546605998865,0.4502267958300915,0.3,0.3,0.7102502017756253,-0.0774818401937043,-0.1694915254237288,-0.1203703703703703
BG_031,BG_031_09042025,365,11413,0.0499999999999999,0.0499999999999999,0.0880374151485612,0.3764309487599659,0.2,0.2,1.7917675544794187,0.6941081517352707,2.16195856873823,0.5502645502645502
BG_031,BG_031_09042025,376,67341,0.2,0.2,0.2397058480186632,0.4094473917490213,0.5,0.5,8.167877320419693,1.594834543987087,3.178907721280602,1.9523809523809528
BG_031,BG_031_09042025,423,154846,0.0,0.0,0.0701462238744292,0.3577965278444377,0.15,0.15,14.995964487489909,3.2639225181598075,6.7909604519774,2.343915343915341
BG_031,BG_031_09052025,8,129149,0.0,0.0,0.0710121626490603,0.4406128567161576,0.7000000000000001,0.7000000000000001,16.995073891625612,-1.8916256157635427,1.080459770114942,1.744791666666666
BG_031,BG_031_09052025,19,137424,0.0,0.0,0.0730802826811215,0.3776480746528702,0.55,0.55,15.24630541871921,4.270935960591135,1.0689655172413772,0.0885416666666678
BG_031,BG_031_09052025,27,52834,0.1499999999999999,0.1499999999999999,0.2442574031648642,0.3562373551881425,0.3,0.3,7.192118226600986,1.7733990147783238,1.626436781609196,2.281250000000001
BG_031,BG_031_09052025,40,169860,0.1499999999999999,0.1499999999999999,0.203590978359022,0.4512681089997779,0.35,0.35,20.763546798029548,3.891625615763555,2.936781609195407,2.649305555555557
BG_031,BG_031_09052025,66,241599,0.3,0.3,0.361969579589983,0.3611598140029474,0.3,0.3,33.07881773399015,3.334975369458128,9.258620689655164,12.979166666666668
BG_031,BG_031_09052025,84,69763,0.05,0.05,0.084675423464722,0.4072811822687249,0.05,0.05,8.52216748768473,0.5123152709359609,1.614942528735634,2.145833333333335
BG_031,BG_031_09052025,88,200423,0.1,0.1,0.1772967658861888,0.3564733901796583,1.1,1.1,24.778325123152705,-0.6059113300492562,2.2241379310344875,-0.0520833333333321
BG_031,BG_031_09052025,108,172460,0.0499999999999999,0.0499999999999999,0.0898727638181183,0.4360876527262753,0.15,0.15,22.783251231527093,3.0098522167487687,9.448275862068964,-0.7256944444444429
BG_031,BG_031_09052025,131,87532,0.0499999999999999,0.0499999999999999,0.1021497459062564,0.4179821450271488,0.2,0.2,11.798029556650247,3.0640394088669947,4.063218390804599,3.1944444444444446
BG_031,BG_031_09052025,148,248566,0.0,0.0,0.0258321865365055,0.413720028805643,0.0,0.0,32.463054187192114,-1.73891625615763,3.1436781609195457,2.215277777777782
BG_031,BG_031_09052025,177,132219,0.15,0.15,0.1908438857091385,0.4058496024253267,0.35,0.35,23.004926108374384,2.236453201970445,9.402298850574716,11.727430555555554
BG_031,BG_031_09052025,368,6414,0.0,0.0,0.0896737413206021,0.421914791467521,0.2,0.2,1.45320197044335,1.3399014778325122,2.471264367816092,1.2083333333333337
BG_031,BG_031_09052025,415,65648,0.0,0.0,0.0596287667067816,0.4350387900085673,0.3,0.3,7.9064039408866975,-0.4581280788177322,-0.2643678160919549,0.7465277777777777
BG_031,BG_031_09052025,425,93480,0.15,0.15,0.2042783198123766,0.4001493194712568,0.3,0.3,19.67980295566502,2.9408866995073915,9.500000000000004,12.086805555555554
BG_031,BG_031_09052025,452,60272,0.0,0.0,0.0662111530496244,0.3873032008476506,0.65,0.65,6.625615763546797,-0.2118226600985213,1.0229885057471266,2.520833333333334
BG_031,BG_031_09052025,473,127555,0.05,0.05,0.1070669530993928,0.4026531747832365,0.8,0.8,16.25615763546798,0.8817733990147794,2.5229885057471275,0.9982638888888892
BG_031,BG_031_09052025,479,142028,0.15,0.15,0.1939865381568659,0.3885283349062793,0.4,0.4,18.07881773399015,-0.492610837438427,0.1666666666666643,2.65625
BG_031,BG_031_09052025,482,25580,0.0999999999999999,0.0999999999999999,0.1420309307096882,0.4170256503911002,0.45,0.45,3.719211822660098,-0.4778325123152704,-0.7988505747126426,-1.7447916666666663
BG_031,BG_031_09052025,531,94166,0.0499999999999999,0.0499999999999999,0.0874535507010491,0.3862168403032232,0.2,0.2,12.093596059113302,0.2857142857142829,0.2011494252873582,-0.2361111111111089
BG_031,BG_031_100325,58,142655,0.0,0.0,0.0643030464762347,0.3835099130365359,0.2,0.2,12.687880839539606,0.6580907244414362,-0.48341232227488,-1.168124392614187
BG_031,BG_031_100325,75,24163,0.05,0.05,0.0936776060716673,0.4234384838461635,0.6000000000000001,0.6000000000000001,0.9614082599864592,-0.3168584969532837,-0.2180094786729858,-0.8046647230320699
BG_031,BG_031_100325,113,94656,0.0,0.0,0.0787397077453767,0.3717670632214148,0.4,0.4,9.803656059580227,1.684495599187544,5.766192733017379,2.886297376093294
BG_031,BG_031_100325,380,41022,0.0,0.0,0.0782917624622591,0.3597426190622633,0.65,0.65,2.423832092078537,1.159106296547055,1.1563981042654028,0.6258503401360547
BG_031,BG_031_100325,426,12425,0.0,0.0,0.0720716558254648,0.4237957174991841,0.55,0.55,1.0155721056194988,0.1597833446174679,0.2022116903633493,0.0291545189504376
BG_031,BG_031_100325,556,77722,0.2,0.2,0.2385202268196757,0.406510196809323,0.55,0.55,7.935003385240351,3.4583615436696027,5.712480252764616,6.2468415937803705
BG_031,BG_031_110325,34,104820,0.0999999999999999,0.0999999999999999,0.1562986193386817,0.3798825974475273,0.4,0.4,11.316770186335404,0.1267080745341608,7.272463768115941,8.93270735524257
BG_031,BG_031_110325,376,153436,0.0,0.0,0.0738263107832803,0.3918917237669584,0.05,0.05,15.527950310559008,2.159006211180124,7.182608695652172,2.782472613458524
BG_031,BG_031_110325,438,194814,0.05,0.05,0.1158570462862322,0.4710792687251623,0.25,0.25,18.322981366459626,-0.2012422360248429,-2.7014492753623163,-1.1079812206572797
BG_031,BG_031_110325,496,51315,0.05,0.05,0.0786597152408619,0.4658695708039865,0.05,0.05,4.645962732919254,0.2583850931677025,0.2811594202898542,0.2190923317683868
BG_031,BG_031_110325,518,38124,0.25,0.25,0.2841202986609644,0.3561495936409446,0.55,0.55,1.8633540372670807,0.8322981366459627,3.0840579710144933,2.4162754303599376
BG_031,BG_031_120325,0,301796,0.0,0.0,0.0786188724393826,0.412304473314464,0.15,0.15,28.52961672473868,-0.7247386759581893,-1.6878048780487802,1.1031307550644591
BG_031,BG_031_120325,6,231355,0.0999999999999999,0.0999999999999999,0.152843790148157,0.4120616594712213,0.6000000000000001,0.6000000000000001,18.55052264808362,0.5128919860627192,1.1252032520325166,1.2062615101289111
BG_031,BG_031_120325,45,308358,0.0,0.0,0.0563307651139266,0.3830116787434449,0.4,0.4,27.233449477351908,2.0738675958188253,1.895934959349592,1.5377532228360984
BG_031,BG_031_120325,114,353663,0.0,0.0,0.0732594982627888,0.4090542818500446,0.4,0.4,25.86759581881533,2.503135888501742,0.6991869918699187,5.471454880294658
BG_031,BG_031_120325,252,449224,0.35,0.35,0.3905527160881072,0.3691825606633332,0.65,0.65,38.38327526132404,1.8313588850174227,12.40325203252032,10.68692449355433
BG_031,BG_031_120325,279,278197,0.1,0.1,0.1570989912683219,0.4063016033829548,0.55,0.55,22.32752613240418,0.7163763066202087,2.029268292682925,1.1639042357274434
BG_031,BG_031_120325,287,9747,0.0,0.0,0.0556796800350958,0.415013274595628,0.6000000000000001,0.6000000000000001,0.5993031358885016,0.0836236933797911,0.048780487804878,-0.2559852670349907
BG_031,BG_031_120325,340,9370,0.0499999999999999,0.0499999999999999,0.1091131829974495,0.406112502339237,0.2,0.2,0.7526132404181184,1.237630662020906,1.8276422764227649,0.556169429097606
BG_031,BG_031_120325,353,55779,0.2,0.2,0.2751297305025103,0.3723852527677547,0.4,0.4,2.4250871080139373,2.745644599303136,1.3626016260162603,1.5893186003683248
BG_031,BG_031_120325,362,28764,0.25,0.25,0.3335306297640328,0.2509250271484599,0.35,0.35,3.59581881533101,3.8968641114982585,3.577235772357725,4.057090239410682
BG_031,BG_031_120325,369,37068,0.0,0.0,0.0929524846934187,0.4172158585102027,0.55,0.55,4.05574912891986,0.373519163763067,0.9788617886178868,0.2191528545119716
BG_031,BG_031_120325,376,249621,0.0499999999999999,0.0499999999999999,0.1176844675305266,0.3969406377768409,0.4,0.4,19.595818815331008,2.570034843205576,1.837398373983742,4.057090239410682
BG_031,BG_031_120325,388,107786,0.0499999999999999,0.0499999999999999,0.1287661143612706,0.4148231177234928,0.35,0.35,9.337979094076651,1.10104529616725,-0.5560975609756085,0.3867403314917137
BG_031,BG_031_120325,424,258084,0.15,0.15,0.1945636462297003,0.4522614595539623,0.25,0.25,20.54355400696864,0.490592334494778,-0.7577235772357724,-0.7918968692449333
BG_031,BG_031_120325,437,508161,0.1499999999999999,0.1499999999999999,0.2078875935368922,0.3463689740282312,0.45,0.45,38.22996515679442,5.535888501742164,4.419512195121953,8.453038674033145
BG_031,BG_031_120325,524,153602,0.0499999999999999,0.0499999999999999,0.1093106266458501,0.3906000853953755,0.6000000000000001,0.6000000000000001,12.195121951219512,1.6585365853658534,0.8943089430894329,2.8858195211786377
BG_031,BG_031_120325,542,223848,0.1,0.1,0.1788385236514257,0.3684729669244626,0.5,0.5,18.84320557491289,1.390940766550525,2.7512195121951244,1.740331491712709
BG_031,BG_031_120325,555,313690,0.0999999999999999,0.0999999999999999,0.1913766048704753,0.3569947196162771,0.75,0.75,22.773519163763066,3.645993031358884,2.988617886178865,3.976058931860038
BG_031,BG_031_120325,567,169471,0.0,0.0,0.0650743170134154,0.436782505935092,0.15,0.15,13.073170731707316,2.829268292682928,2.627642276422767,1.8987108655616964
BG_031,BG_031_12052025,6,126347,0.0,0.0,0.0764328287228386,0.4806687127566896,0.15,0.15,19.963133640553,2.2820276497695886,6.086021505376348,1.6679536679536682
BG_031,BG_031_12052025,32,103128,0.0,0.0,0.0879482760664802,0.3948538831419814,0.95,0.95,12.405529953917052,-0.6635944700460836,-2.4129032258064527,-3.3384813384813405
BG_031,BG_031_12052025,39,139076,0.0999999999999999,0.0999999999999999,0.1493972490369385,0.4075085105161576,0.3,0.3,18.72811059907833,0.1105990783410177,3.741935483870965,1.7863577863577902
BG_031,BG_031_12052025,50,143708,0.0999999999999999,0.0999999999999999,0.1285550589064653,0.422150972423175,0.35,0.35,17.6405529953917,-0.1179723502304099,3.827956989247312,5.616473616473616
BG_031,BG_031_12052025,103,109060,0.0499999999999999,0.0499999999999999,0.1011910980923035,0.3764824865539821,0.35,0.35,16.700460829493085,1.3124423963133651,2.6709677419354847,4.018018018018019
BG_031,BG_031_12052025,327,25305,0.0,0.0,0.0696086299360239,0.4432390487356291,0.9,0.9,2.6543778801843314,0.6746543778801848,0.0172043010752682,-0.1389961389961387
BG_031,BG_031_12052025,398,12599,0.05,0.05,0.1075247044828502,0.4611380266296588,0.1,0.1,1.640552995391705,0.0368663594470046,-0.0172043010752689,-0.5199485199485199
BG_031,BG_031_12052025,416,58933,0.1,0.1,0.1313448430932914,0.3693273923314452,0.25,0.25,12.018433179723502,1.7880184331797242,5.070967741935483,5.009009009009011
BG_031,BG_031_12052025,442,42651,0.15,0.15,0.1937549641536262,0.363173528498662,0.25,0.25,9.548387096774194,3.741935483870968,13.350537634408605,5.191763191763194
BG_031,BG_031_12052025,522,118543,0.15,0.15,0.1897175952516486,0.3866829114868251,0.4,0.4,14.08294930875576,1.0654377880184338,0.967741935483872,1.745173745173746
BG_031,BG_031_12052025,527,9382,0.0,0.0,0.0538141321171412,0.4212988015870829,0.2,0.2,1.216589861751152,0.047926267281106,0.2967741935483871,0.1312741312741312
BG_031,BG_031_130325,221,188860,0.0,0.0,0.0627610536881683,0.3858071136011457,0.35,0.35,17.297677691766363,1.5791695988740315,1.52052545155993,-2.45117845117845
BG_031,BG_031_130325,277,186968,0.0,0.0,0.0544596702593693,0.4231463118255786,1.25,1.25,18.52216748768473,0.4334975369458114,1.5894909688013144,2.7407407407407405
BG_031,BG_031_130325,404,11348,0.0499999999999999,0.0499999999999999,0.1029162713024148,0.4119501691784346,0.45,0.45,1.0133708655876144,-0.2448979591836735,1.6124794745484403,1.0909090909090906
BG_031,BG_031_130325,441,130622,0.0,0.0,0.0527762183856592,0.3968650424810361,0.45,0.45,12.765657987332863,1.6382828993666418,2.1116584564860403,-0.3973063973063961
BG_031,BG_031_130325,617,105922,0.0,0.0,0.0336064952056747,0.4078610730765781,0.0,0.0,11.55524278676988,0.6220971147079535,2.817733990147783,-0.7946127946127941
BG_031,BG_031_140325,70,399164,0.0,0.0,0.0482022862029564,0.4919262794340664,0.0,0.0,31.312897628687104,0.9300173510699778,-0.6963562753036427,2.7577937649880155
BG_031,BG_031_140325,249,315473,0.0,0.0,0.0276853856700668,0.4316229315987369,0.0,0.0,22.13996529786003,2.443030653556974,0.8906882591093144,5.167865707434057
BG_031,BG_031_140325,285,16950,0.0,0.0,0.0718829004149147,0.4183200956100547,0.9,0.9,1.5037593984962407,-0.3377674956622327,-0.7071524966261807,-0.5371702637889688
BG_031,BG_031_140325,295,10910,0.05,0.05,0.1033708850707922,0.456712622755681,0.25,0.25,0.7287449392712549,0.0971659919028341,0.2375168690958166,0.0623501199040767
BG_031,BG_031_140325,379,80627,0.2,0.2,0.2657238865208366,0.3679932764826784,0.45,0.45,6.362058993637941,2.690572585309427,4.491228070175438,5.42685851318945
BG_031,BG_031_14042025,15,176311,0.0499999999999999,0.0499999999999999,0.0977470449730922,0.3949560919327518,0.65,0.65,16.63865546218487,1.7665732959850615,2.9760348583878,3.0294117647058805
BG_031,BG_031_14042025,17,229316,0.1,0.1,0.1491050890445143,0.3914051649018314,0.5,0.5,21.30718954248366,0.3137254901960808,2.108932461873639,-0.264705882352942
BG_031,BG_031_14042025,22,116486,0.0,0.0,0.0355504925601233,0.4497026049114764,1.4500000000000002,1.4500000000000002,11.185807656395893,-1.0158730158730158,0.5620915032679754,0.1372549019607838
BG_031,BG_031_14042025,53,52355,0.0,0.0,0.0891993607251672,0.4111153315265415,0.25,0.25,5.079365079365078,0.6722689075630264,1.1721132897603486,0.2333333333333325
BG_031,BG_031_14042025,71,195758,0.15,0.15,0.1878820800244962,0.3813088748740672,0.25,0.25,18.244631185807656,1.859943977591037,2.252723311546845,1.3294117647058847
BG_031,BG_031_14042025,73,301544,0.0999999999999999,0.0999999999999999,0.1384743958228528,0.3802735300021573,0.35,0.35,27.91783380018673,0.6573295985060774,0.1960784313725483,4.464705882352941
BG_031,BG_031_14042025,101,149156,0.2,0.2,0.2516473223638812,0.4149080262892535,0.45,0.45,11.69000933706816,2.5583566760037346,0.1568627450980404,-0.6098039215686271
BG_031,BG_031_14042025,124,138191,0.05,0.05,0.075378076984633,0.4902865550584878,0.0,0.0,12.791783380018671,0.7507002801120457,-1.4335511982570814,0.8098039215686299
BG_031,BG_031_14042025,146,334789,0.0999999999999999,0.0999999999999999,0.1681930289539851,0.4107489910131461,0.25,0.25,28.10457516339869,0.5228758169934657,0.2309368191721184,0.4843137254901926
BG_031,BG_031_14042025,242,623439,0.0499999999999998,0.0499999999999998,0.0847610007291883,0.4422331616121793,1.25,1.25,52.92250233426703,2.110177404295065,0.8017429193899801,2.9803921568627487
BG_031,BG_031_14042025,264,189270,0.2,0.2,0.2370991946039291,0.3719672953975185,0.35,0.35,13.239962651727357,2.420168067226891,1.9607843137254903,1.890196078431373
BG_031,BG_031_14042025,308,140271,0.0999999999999999,0.0999999999999999,0.1354480763318988,0.4242958114439445,0.35,0.35,8.4593837535014,-1.583566760037348,-0.671023965141611,-2.9627450980392167
BG_031,BG_031_14042025,309,197242,0.0,0.0,0.0308611250390458,0.4842801034691623,1.4500000000000002,1.4500000000000002,16.489262371615308,1.86367880485528,1.1808278867102435,1.9764705882352944
BG_031,BG_031_14042025,312,254388,0.15,0.15,0.1998111511364064,0.4048898327622032,0.6000000000000001,0.6000000000000001,21.66199813258637,2.9393090569561195,-0.7581699346405237,1.9313725490196127
BG_031,BG_031_14042025,321,19714,0.0,0.0,0.0645351656835883,0.4436826423883536,0.5,0.5,1.4565826330532212,-0.4631185807656395,-0.6143790849673203,-0.0294117647058822
